date,closest_day_forecast,base_forecast: 1 day(s),base_forecast: 7 day(s),mean_forecast,MAPE_forecast,real_values
2017-12-07 13:00:00,0.185,0.165,0.048,0.07067391304347825,0.027833333489960362,0.033
2017-12-07 13:30:00,0.046,0.009,0.121,0.06347826086956522,0.02371739149613552,0.009
2017-12-07 14:00:00,0.087,0.008,0.012,0.06680434782608696,0.021117647239607046,0.008
2017-12-07 14:30:00,0.147,0.009,0.009,0.05397826086956521,0.02075000071712675,0.033
2017-12-07 15:00:00,0.054,0.021,0.008,0.05543478260869565,0.01877272903042857,0.057
2017-12-07 15:30:00,0.093,0.061,0.043,0.06086956521739131,0.02180769254427323,0.114
2017-12-07 16:00:00,0.064,0.021,0.067,0.07163043478260869,0.022020000226709618,0.036
2017-12-07 16:30:00,0.018,0.01,0.059,0.08171739130434784,0.02263043493265214,0.036
2017-12-07 17:00:00,0.009,0.066,0.058,0.06797826086956521,0.02450000025001502,0.115
2017-12-07 17:30:00,0.03,0.11,0.125,0.09158695652173914,0.021187500309090238,0.038
2017-12-07 18:00:00,0.064,0.189,0.079,0.08204347826086957,0.025416666819510145,0.009
2017-12-07 18:30:00,0.081,0.084,0.113,0.10376086956521738,0.030192308783866896,0.009
2017-12-07 19:00:00,0.125,0.122,0.094,0.09352173913043478,0.028083335291561515,0.008
2017-12-07 19:30:00,0.087,0.122,0.056,0.10269565217391305,0.0703181798315359,0.077
2017-12-07 20:00:00,0.043,0.088,0.027,0.10830434782608694,0.02731818383948031,0.368
2017-12-07 20:30:00,0.026,0.072,0.21,0.08478260869565218,0.037187500607596985,0.221
2017-12-07 21:00:00,0.075,0.099,0.06,0.07465217391304346,0.05408333141944847,0.097
2017-12-07 21:30:00,0.077,0.093,0.068,0.0642391304347826,0.022687500355815172,0.18
2017-12-07 22:00:00,0.02,0.018,0.026,0.06241304347826088,0.022650000325227244,0.135
2017-12-07 22:30:00,0.009,0.009,0.042,0.04856521739130435,0.01958333349438542,0.104
2017-12-07 23:00:00,0.056,0.009,0.068,0.042891304347826086,0.01891666717515567,0.113
2017-12-07 23:30:00,0.031,0.045,0.062,0.03271739130434783,0.020300000053064857,0.016
2017-12-08 00:00:00,0.083,0.054,,0.03869767441860465,0.020500000224755878,0.063
2017-12-08 00:30:00,0.047,0.016,,0.03899999999999999,0.018900000264155357,0.063
2017-12-08 01:00:00,0.061,0.009,,0.03890697674418604,0.02230000014188519,0.034
2017-12-08 01:30:00,0.057,0.01,,0.02811627906976744,0.014642857192839665,0.01
2017-12-08 02:00:00,0.009,0.041,,0.036418604651162784,0.022833333408818778,0.009
2017-12-08 02:30:00,0.009,0.049,,0.03690697674418604,0.01916666677449414,0.009
2017-12-08 03:00:00,0.008,0.01,,0.03174418604651162,0.01737500008281808,0.056
2017-12-08 03:30:00,0.009,0.009,,0.030279069767441862,0.020000000061530427,0.039
2017-12-08 04:00:00,0.045,0.009,,0.03995348837209302,0.022142857275704825,0.009
2017-12-08 04:30:00,0.046,0.05,,0.05146511627906976,0.02319047651604626,0.009
2017-12-08 05:00:00,0.009,0.046,,0.03209302325581396,0.01828571434903397,0.009
2017-12-08 05:30:00,0.009,0.01,,0.037232558139534876,0.02041666671858141,0.034
2017-12-08 06:00:00,0.008,0.009,,0.05741860465116279,0.022406250084318253,0.056
2017-12-08 06:30:00,0.009,0.013,,0.05588372093023255,0.02607142864231841,0.01
2017-12-08 07:00:00,0.039,0.118,,0.06590697674418604,0.024362069007737432,0.009
2017-12-08 07:30:00,0.056,0.135,,0.06774418604651164,0.021666666873705987,0.009
2017-12-08 08:00:00,0.013,0.151,,0.05669767441860465,0.02220000023013866,0.012
2017-12-08 08:30:00,0.069,0.084,,0.06246511627906977,0.024523809581452286,0.045
2017-12-08 09:00:00,0.061,0.036,,0.05874418604651161,0.023187500136473454,0.046
2017-12-08 09:30:00,0.025,0.063,,0.04534883720930232,0.021416666871987143,0.011
2017-12-08 10:00:00,0.062,0.089,,0.035325581395348825,0.01766666677936422,0.017
2017-12-08 10:30:00,0.008,0.032,,0.03381395348837208,0.019000000069962508,0.009
2017-12-08 11:00:00,0.009,0.009,,0.03493023255813953,0.020166666720719185,0.012
2017-12-08 11:30:00,0.008,0.009,,0.03323255813953488,0.02100000004877277,0.061
2017-12-08 12:00:00,0.009,0.495,,0.03246511627906976,0.02233333338415604,0.038
2017-12-08 12:30:00,0.009,0.065,,0.03420930232558139,0.021000000049246476,0.009
2017-12-08 13:00:00,0.056,0.033,,0.036930232558139535,0.02037500009268488,0.017
2017-12-08 13:30:00,0.038,0.009,,0.043674418604651155,0.023000000297736647,0.071
2017-12-08 14:00:00,0.018,0.008,,0.052976744186046504,0.022666666779912772,0.03
2017-12-08 14:30:00,0.071,0.033,,0.05006976744186045,0.023312500156133804,0.06
2017-12-08 15:00:00,0.009,0.057,,0.04537209302325581,0.022700000153329573,0.059
2017-12-08 15:30:00,0.008,0.114,,0.05544186046511629,0.02083333350375967,0.029
2017-12-08 16:00:00,0.034,0.036,,0.08669767441860464,0.028166666802158874,0.123
2017-12-08 16:30:00,0.059,0.036,,0.08209302325581395,0.02273077024031691,0.133
2017-12-08 17:00:00,0.148,0.115,,0.10432558139534885,0.0661071405422799,0.434
2017-12-08 17:30:00,0.141,0.038,,0.1057906976744186,0.07064285435115869,0.158
2017-12-08 18:00:00,0.195,0.009,,0.10509302325581396,0.04038636505408033,0.105
2017-12-08 18:30:00,0.065,0.009,,0.08072093023255815,0.03944444539988667,0.0819999999999999
2017-12-08 19:00:00,0.113,0.008,,0.07872093023255813,0.04020000157355604,0.7170000000000001
2017-12-08 19:30:00,0.107,0.077,,0.07369767441860466,0.03744444625044173,0.148
2017-12-08 20:00:00,0.058,0.368,,0.07125581395348839,0.03838461590397553,0.181
2017-12-08 20:30:00,0.08,0.221,,0.06193023255813953,0.02830000386802404,0.036
2017-12-08 21:00:00,0.095,0.097,,0.08097674418604651,0.030933333641676358,0.048
2017-12-08 21:30:00,0.081,0.18,,0.04823255813953488,0.019650000356262708,0.092
2017-12-08 22:00:00,0.054,0.135,,0.05174418604651162,0.01950000038155275,0.045
2017-12-08 22:30:00,0.009,0.104,,0.043581395348837204,0.018944444632661258,0.026
2017-12-08 23:00:00,0.029,0.113,,0.035906976744186046,0.02116666676456601,0.033
2017-12-08 23:30:00,0.056,0.016,,0.03695348837209302,0.020125000088983512,0.032
2017-12-09 00:00:00,0.009,0.063,,0.037760869565217396,0.020666666748056676,
2017-12-09 00:30:00,0.009,0.063,,0.031152173913043483,0.017375000053741787,
2017-12-09 01:00:00,0.022,0.034,,0.027195652173913044,0.015100000029647623,
2017-12-09 01:30:00,0.062,0.01,,0.0451304347826087,0.021833333562643817,
2017-12-09 02:00:00,0.01,0.009,,0.03741304347826087,0.018083333493913004,
2017-12-09 02:30:00,0.009,0.009,,0.029326086956521745,0.018500000045278017,
2017-12-09 03:00:00,0.051,0.056,,0.028804347826086957,0.01870000005443202,
2017-12-09 03:30:00,0.041,0.039,,0.03304347826086956,0.019833333407950408,
2017-12-09 04:00:00,0.061,0.009,,0.03691304347826087,0.023500000106614006,
2017-12-09 04:30:00,0.061,0.009,,0.03254347826086956,0.018625000072123362,
2017-12-09 05:00:00,0.041,0.009,,0.03369565217391304,0.02033333338456263,
2017-12-09 05:30:00,0.009,0.034,,0.034130434782608694,0.020750000039278568,
2017-12-09 06:00:00,0.009,0.056,,0.034543478260869565,0.020300000052268497,
2017-12-09 06:30:00,0.009,0.01,,0.03773913043478261,0.02070000007442406,
2017-12-09 07:00:00,0.011,0.009,,0.058826086956521736,0.021891304403346617,
2017-12-09 07:30:00,0.009,0.009,,0.058021739130434784,0.023833333431662773,
2017-12-09 08:00:00,0.039,0.012,,0.062000000000000006,0.029250000087265336,
2017-12-09 08:30:00,0.061,0.045,,0.07495652173913044,0.028687500253458356,
2017-12-09 09:00:00,0.116,0.046,,0.057739130434782605,0.024666666737536584,
2017-12-09 09:30:00,0.009,0.011,,0.06167391304347825,0.027142857250796997,
2017-12-09 10:00:00,0.008,0.017,,0.06465217391304348,0.023833333465011434,
2017-12-09 10:30:00,0.131,0.009,,0.06282608695652174,0.019050000336476452,
2017-12-09 11:00:00,0.043,0.012,,0.06678260869565218,0.021230769352091082,
2017-12-09 11:30:00,0.05,0.061,,0.051586956521739134,0.025333333402183616,
2017-12-09 12:00:00,0.046,0.038,,0.07226086956521739,0.024250000157740533,
2017-12-09 12:30:00,0.008,0.009,,0.07289130434782608,0.02361111135841199,
2017-12-09 13:00:00,0.009,0.017,,0.049043478260869564,0.022600000140557026,
2017-12-09 13:30:00,0.008,0.071,,0.05684782608695653,0.02400000011975892,
2017-12-09 14:00:00,0.009,0.03,,0.0547391304347826,0.022333333511575234,
2017-12-09 14:30:00,0.008,0.06,,0.06980434782608697,0.023850000118768876,
2017-12-09 15:00:00,0.03,0.059,,0.05493478260869566,0.02131250008324148,
2017-12-09 15:30:00,0.061,0.029,,0.0736304347826087,0.02086000037352726,
2017-12-09 16:00:00,0.018,0.123,,0.10858695652173914,0.0315277779373625,
2017-12-09 16:30:00,0.156,0.133,,0.12613043478260869,0.02656521755178824,
2017-12-09 17:00:00,0.23,0.434,,0.18621739130434783,0.049944444582363,
2017-12-09 17:30:00,0.241,0.158,,0.24639130434782608,0.07265000026114052,
2017-12-09 18:00:00,1.519,0.105,,0.26960869565217394,0.07762500014125459,
2017-12-09 18:30:00,0.257,0.0819999999999999,,0.3051304347826087,0.12840000019393782,
2017-12-09 19:00:00,0.7809999999999999,0.7170000000000001,,0.30821739130434783,0.1253750003211136,
2017-12-09 19:30:00,0.208,0.148,,0.23360869565217393,0.05707143902079557,
2017-12-09 20:00:00,0.1669999999999999,0.181,,0.2098695652173913,0.06986363738735385,
2017-12-09 20:30:00,0.068,0.036,,0.1561304347826087,0.08819987587795376,
2017-12-09 21:00:00,0.179,0.048,,0.1812391304347826,0.04791666784894804,
2017-12-09 21:30:00,0.134,0.092,,0.10326086956521739,0.05733333180989522,
2017-12-09 22:00:00,0.0819999999999999,0.045,,0.08873913043478261,0.02950000011062139,
2017-12-09 22:30:00,0.051,0.026,,0.07015217391304347,0.020868421219559757,
2017-12-09 23:00:00,0.076,0.033,,0.06104347826086956,0.02125000028146837,
2017-12-09 23:30:00,0.042,0.032,,0.03847826086956522,0.021625000056328687,
2017-12-10 00:00:00,0.009,,0.05,0.035958333333333335,0.022333333441995614,0.064
2017-12-10 00:30:00,0.01,,0.036,0.036520833333333336,0.018625000164828487,0.055
2017-12-10 01:00:00,0.033,,0.009,0.033729166666666664,0.01860000009437226,0.009
2017-12-10 01:30:00,0.05,,0.009,0.030124999999999996,0.016500000082444413,0.009
2017-12-10 02:00:00,0.009,,0.035,0.034666666666666665,0.019833333418452136,0.009
2017-12-10 02:30:00,0.009,,0.053,0.03302083333333333,0.01812500006563233,0.036
2017-12-10 03:00:00,0.009,,0.015,0.032999999999999995,0.017666666737007723,0.054
2017-12-10 03:30:00,0.055,,0.078,0.0349375,0.019375000077870762,0.009
2017-12-10 04:00:00,0.029,,0.011,0.03285416666666666,0.016750000064543007,0.009
2017-12-10 04:30:00,0.009,,0.063,0.031166666666666665,0.019500000049732864,0.01
2017-12-10 05:00:00,0.009,,0.065,0.0370625,0.02162500006491905,0.013
2017-12-10 05:30:00,0.009,,0.035,0.03614583333333333,0.020300000087100117,0.061
2017-12-10 06:00:00,0.047,,0.009,0.044895833333333336,0.022812500092448534,0.03
2017-12-10 06:30:00,0.038,,0.01,0.08272916666666666,0.023423077138058912,0.01
2017-12-10 07:00:00,0.009,,0.009,0.06995833333333333,0.0283260870617197,0.024
2017-12-10 07:30:00,0.034,,0.224,0.06818750000000001,0.040399999475394785,0.103
2017-12-10 08:00:00,0.181,,0.128,0.08389583333333334,0.025562547710663557,0.083
2017-12-10 08:30:00,0.053,,0.044,0.06772916666666666,0.023214287031597544,0.119
2017-12-10 09:00:00,0.062,,0.031,0.054062500000000006,0.021882353076347567,0.089
2017-12-10 09:30:00,0.061,,0.014,0.046125,0.02210000022574129,0.209
2017-12-10 10:00:00,0.031,,0.064,0.05522916666666666,0.019574074299837308,0.061
2017-12-10 10:30:00,0.009,,0.023,0.035416666666666666,0.020300000070700187,0.048
2017-12-10 11:00:00,0.008,,0.008,0.035,0.02000000007067479,0.008
2017-12-10 11:30:00,0.009,,0.009,0.03739583333333333,0.019500000081743202,0.009
2017-12-10 12:00:00,0.008,,0.039,0.049125,0.02192307706963075,0.058
2017-12-10 12:30:00,0.063,,0.048,0.06304166666666668,0.024181818447821166,0.079
2017-12-10 13:00:00,0.031,,0.009,0.04733333333333333,0.021863636474294828,0.172
2017-12-10 13:30:00,0.024,,0.128,0.06572916666666667,0.03025000010254631,0.228
2017-12-10 14:00:00,0.008,,0.081,0.06791666666666667,0.025500000323432283,0.058
2017-12-10 14:30:00,0.008,,0.089,0.06158333333333333,0.020600000232018103,0.009
2017-12-10 15:00:00,0.186,,0.024,0.1019375,0.029500000240389804,0.025
2017-12-10 15:30:00,0.088,,0.255,0.33383333333333337,0.12068750008448328,0.091
2017-12-10 16:00:00,0.048,,1.122,0.4152708333333333,0.18825000026381666,0.099
2017-12-10 16:30:00,0.7609999999999999,,1.211,0.35293749999999996,0.09390909102600463,0.099
2017-12-10 17:00:00,1.127,,0.789,0.2615625,0.06160714289347964,0.096
2017-12-10 17:30:00,0.345,,0.211,0.133375,0.043892857319552316,0.269
2017-12-10 18:00:00,0.134,,0.172,0.10516666666666664,0.07815241024008539,0.076
2017-12-10 18:30:00,0.108,,0.153,0.0845,0.06342856818871537,0.067
2017-12-10 19:00:00,0.188,,0.152,0.09464583333333333,0.07289999884695685,0.063
2017-12-10 19:30:00,0.128,,0.111,0.09720833333333333,0.05224999954402466,0.063
2017-12-10 20:00:00,0.04,,0.065,0.07708333333333332,0.025416672830534667,0.023
2017-12-10 20:30:00,0.086,,0.031,0.07014583333333334,0.03370000048025577,0.018
2017-12-10 21:00:00,0.086,,0.074,0.06952083333333332,0.05392856781588137,0.055
2017-12-10 21:30:00,0.039,,0.16,0.06247916666666667,0.021928580276227096,0.046
2017-12-10 22:00:00,0.032,,0.041,0.0526875,0.01945000030732147,0.018
2017-12-10 22:30:00,0.103,,0.04,0.03891666666666666,0.020750000233916845,0.035
2017-12-10 23:00:00,0.059,,0.064,0.04010416666666667,0.020500000159489298,0.084
2017-12-10 23:30:00,0.063,,0.027,0.03627083333333333,0.019333333450950545,0.024
2017-12-11 00:00:00,0.066,0.064,0.01,0.03706818181818182,0.02316666674321533,0.062
2017-12-11 00:30:00,0.044,0.055,0.009,0.0328181818181818,0.0177500001171222,0.062
2017-12-11 01:00:00,0.009,0.009,0.065,0.03740909090909091,0.018666666838671634,0.036
2017-12-11 01:30:00,0.009,0.009,0.02,0.03399999999999999,0.021166666728869122,0.01
2017-12-11 02:00:00,0.032,0.009,0.009,0.029249999999999988,0.01875000003313539,0.009
2017-12-11 02:30:00,0.05,0.036,0.015,0.039590909090909086,0.02066666682156557,0.009
2017-12-11 03:00:00,0.009,0.054,0.063,0.04054545454545453,0.02100000019114482,0.028
2017-12-11 03:30:00,0.009,0.009,0.018,0.03472727272727271,0.020642857198016697,0.063
2017-12-11 04:00:00,0.015,0.009,0.009,0.03229545454545453,0.019875000055387747,0.011
2017-12-11 04:30:00,0.063,0.01,0.01,0.0410681818181818,0.022375000163594706,0.011
2017-12-11 05:00:00,0.013,0.013,0.088,0.03404545454545454,0.022166666719424594,0.009
2017-12-11 05:30:00,0.009,0.061,0.027,0.03820454545454544,0.020250000081643734,0.009
2017-12-11 06:00:00,0.009,0.03,0.016,0.043136363636363625,0.020437500346582874,0.041
2017-12-11 06:30:00,0.033,0.01,0.015,0.03549999999999997,0.02000000005672001,0.051
2017-12-11 07:00:00,0.059,0.024,0.061,0.03886363636363636,0.020071428604238307,0.009
2017-12-11 07:30:00,0.008,0.103,0.067,0.07395454545454544,0.026384615507005927,0.009
2017-12-11 08:00:00,0.009,0.083,0.046,0.07931818181818179,0.03805555113326424,0.101
2017-12-11 08:30:00,0.009,0.119,0.05,0.06468181818181816,0.02450000042214821,0.018
2017-12-11 09:00:00,0.045,0.089,0.049,0.061931818181818164,0.025000000042919593,0.037
2017-12-11 09:30:00,0.043,0.209,0.063,0.045681818181818185,0.021375000165461965,0.06
2017-12-11 10:00:00,0.159,0.061,0.051,0.059113636363636375,0.018937500451327815,0.01
2017-12-11 10:30:00,0.06,0.048,0.009,0.039727272727272715,0.02090000008363487,0.009
2017-12-11 11:00:00,0.049,0.008,0.009,0.03386363636363635,0.021800000058699896,0.01
2017-12-11 11:30:00,0.008,0.009,0.009,0.04645454545454544,0.020437500254285142,0.104
2017-12-11 12:00:00,0.009,0.058,0.056,0.04513636363636363,0.020750000126739006,0.299
2017-12-11 12:30:00,0.014,0.079,0.042,0.050772727272727254,0.023200000077630258,0.035
2017-12-11 13:00:00,0.043,0.172,0.008,0.04804545454545453,0.019600000482946103,0.014
2017-12-11 13:30:00,0.046,0.228,0.089,0.058499999999999976,0.021562500075357125,0.081
2017-12-11 14:00:00,0.008,0.058,0.046,0.049931818181818174,0.021714285780230894,0.009
2017-12-11 14:30:00,0.099,0.009,0.046,0.04529545454545454,0.02220000015233765,0.106
2017-12-11 15:00:00,0.05,0.025,0.008,0.048772727272727294,0.020892857232440942,0.12
2017-12-11 15:30:00,0.074,0.091,0.009,0.05681818181818181,0.021937500147055,0.078
2017-12-11 16:00:00,0.105,0.099,0.02,0.07465909090909091,0.028090909182125885,0.043
2017-12-11 16:30:00,0.062,0.099,0.134,0.07586363636363633,0.028125000191272478,0.027
2017-12-11 17:00:00,0.059,0.096,0.083,0.09584090909090906,0.024550003575265395,0.025
2017-12-11 17:30:00,0.135,0.269,0.063,0.11227272727272729,0.03710000032373135,0.056
2017-12-11 18:00:00,0.108,0.076,0.211,0.09677272727272729,0.031833334165656736,0.033
2017-12-11 18:30:00,0.032,0.067,0.115,0.08954545454545455,0.02854166712949861,0.24
2017-12-11 19:00:00,0.026,0.063,0.068,0.09354545454545454,0.04546551660915267,0.128
2017-12-11 19:30:00,0.029,0.063,0.092,0.07834090909090907,0.05885714238510107,0.083
2017-12-11 20:00:00,0.0819999999999999,0.023,0.199,0.10170454545454542,0.03418751988264054,0.059
2017-12-11 20:30:00,0.04,0.018,0.038,0.05788636363636363,0.03610714309519611,0.088
2017-12-11 21:00:00,0.027,0.055,0.026,0.0689090909090909,0.02370588256117562,0.104
2017-12-11 21:30:00,0.024,0.046,0.059,0.054159090909090886,0.03581249829970437,0.115
2017-12-11 22:00:00,0.02,0.018,0.051,0.051318181818181825,0.03349999970290475,0.024
2017-12-11 22:30:00,0.076,0.035,0.065,0.04302272727272727,0.02168750008308889,0.009
2017-12-11 23:00:00,0.026,0.084,0.029,0.03447727272727272,0.021500000070085006,0.015
2017-12-11 23:30:00,0.065,0.024,0.055,0.03563636363636363,0.0216666667334083,0.064
2017-12-12 00:00:00,0.044,0.062,,0.035295454545454547,0.021833333405767326,
2017-12-12 00:30:00,0.049,0.062,,0.0373409090909091,0.021000000117061615,
2017-12-12 01:00:00,0.009,0.036,,0.02943181818181818,0.01787500005462694,
2017-12-12 01:30:00,0.009,0.01,,0.029,0.017875000043393565,
2017-12-12 02:00:00,0.009,0.009,,0.04027272727272728,0.023750000435984617,
2017-12-12 02:30:00,0.009,0.009,,0.03420454545454546,0.019100000071516153,
2017-12-12 03:00:00,0.042,0.028,,0.027795454545454543,0.01650000002637462,
2017-12-12 03:30:00,0.091,0.063,,0.03409090909090909,0.01837500009195323,
2017-12-12 04:00:00,0.042,0.011,,0.04268181818181818,0.021500000228207347,
2017-12-12 04:30:00,0.061,0.011,,0.03222727272727272,0.019875000077666,
2017-12-12 05:00:00,0.057,0.009,,0.05420454545454545,0.021700000040620997,
2017-12-12 05:30:00,0.009,0.009,,0.05147727272727273,0.023083333400583248,
2017-12-12 06:00:00,0.009,0.041,,0.058068181818181824,0.024714285795256145,
2017-12-12 06:30:00,0.009,0.051,,0.048,0.022857142899215407,
2017-12-12 07:00:00,0.059,0.009,,0.05797727272727273,0.022428571703609606,
2017-12-12 07:30:00,0.072,0.009,,0.05097727272727273,0.02241666676723572,
2017-12-12 08:00:00,0.112,0.101,,0.05422727272727272,0.024100000155391814,
2017-12-12 08:30:00,0.212,0.018,,0.07431818181818182,0.03203571437656748,
2017-12-12 09:00:00,0.064,0.037,,0.07720454545454546,0.02531250027346416,
2017-12-12 09:30:00,0.009,0.06,,0.06938636363636363,0.018875000744691707,
2017-12-12 10:00:00,0.008,0.01,,0.050840909090909096,0.021285714417704143,
2017-12-12 10:30:00,0.046,0.009,,0.0734090909090909,0.02490476197733291,
2017-12-12 11:00:00,0.078,0.01,,0.06070454545454545,0.02341666677343295,
2017-12-12 11:30:00,0.043,0.104,,0.07456818181818183,0.021217391645887637,
2017-12-12 12:00:00,0.043,0.299,,0.050295454545454546,0.024300000112627396,
2017-12-12 12:30:00,0.109,0.035,,0.05418181818181818,0.023272727375430437,
2017-12-12 13:00:00,0.141,0.014,,0.055545454545454544,0.02244444462206067,
2017-12-12 13:30:00,0.073,0.081,,0.05452272727272727,0.019062500386232886,
2017-12-12 14:00:00,0.01,0.009,,0.04220454545454545,0.022400000119345963,
2017-12-12 14:30:00,0.079,0.106,,0.05511363636363636,0.019750000264458792,
2017-12-12 15:00:00,0.06,0.12,,0.05877272727272728,0.019875000593165444,
2017-12-12 15:30:00,0.039,0.078,,0.05665909090909091,0.023090909231849924,
2017-12-12 16:00:00,0.078,0.043,,0.058340909090909096,0.02440000064071185,
2017-12-12 16:30:00,0.166,0.027,,0.06256818181818181,0.037999999274385604,
2017-12-12 17:00:00,0.075,0.025,,0.10795454545454546,0.05181034208516318,
2017-12-12 17:30:00,0.048,0.056,,0.08068181818181817,0.028714286247622088,
2017-12-12 18:00:00,0.109,0.033,,0.10909090909090907,0.03235714379296365,
2017-12-12 18:30:00,0.103,0.24,,0.07979545454545454,0.02842857173222739,
2017-12-12 19:00:00,0.126,0.128,,0.07922727272727272,0.02728571481942268,
2017-12-12 19:30:00,0.104,0.083,,0.08488636363636363,0.03215000025248558,
2017-12-12 20:00:00,0.035,0.059,,0.09997727272727273,0.031018519066687348,
2017-12-12 20:30:00,0.033,0.088,,0.07222727272727272,0.030055556257772557,
2017-12-12 21:00:00,0.056,0.104,,0.06631818181818182,0.052285712224361645,
2017-12-12 21:30:00,0.076,0.115,,0.059954545454545455,0.0414999973947311,
2017-12-12 22:00:00,0.026,0.024,,0.048522727272727266,0.019642857337606442,
2017-12-12 22:30:00,0.038,0.009,,0.03709090909090909,0.022000000077593836,
2017-12-12 23:00:00,0.016,0.015,,0.038136363636363635,0.019600000097297884,
2017-12-12 23:30:00,0.063,0.064,,0.036000000000000004,0.01900000009033274,
2017-12-13 00:00:00,0.053,,0.01,0.03469767441860465,0.021600000052353973,0.009
2017-12-13 00:30:00,0.043,,0.009,0.033441860465116276,0.017900000107087838,0.009
2017-12-13 01:00:00,0.015,,0.009,0.03302325581395349,0.020666666723798438,0.01
2017-12-13 01:30:00,0.015,,0.057,0.032232558139534885,0.020000000095352303,0.048
2017-12-13 02:00:00,0.029,,0.03,0.03544186046511628,0.022000000042338916,0.044
2017-12-13 02:30:00,0.068,,0.01,0.03451162790697675,0.0181000000868689,0.009
2017-12-13 03:00:00,0.016,,0.009,0.03320930232558139,0.02050000004970887,0.009
2017-12-13 03:30:00,0.009,,0.078,0.029790697674418602,0.020000000030788233,0.01
2017-12-13 04:00:00,0.009,,0.029,0.0321860465116279,0.01850000007684383,0.009
2017-12-13 04:30:00,0.078,,0.062,0.03576744186046512,0.020500000069982618,0.038
2017-12-13 05:00:00,0.03,,0.062,0.03718604651162791,0.02050000009455752,0.054
2017-12-13 05:30:00,0.061,,0.037,0.04083720930232558,0.01972222225707118,0.009
2017-12-13 06:00:00,0.067,,0.009,0.05353488372093023,0.019428571490182345,0.009
2017-12-13 06:30:00,0.028,,0.009,0.05220930232558139,0.02310714309991788,0.01
2017-12-13 07:00:00,0.008,,0.07,0.05806976744186047,0.02115909095109283,0.008
2017-12-13 07:30:00,0.009,,0.135,0.05011627906976745,0.02260000013891211,0.009
2017-12-13 08:00:00,0.009,,0.072,0.05958139534883722,0.023638888973222714,0.214
2017-12-13 08:30:00,0.026,,0.028,0.0526046511627907,0.037499999601367816,0.093
2017-12-13 09:00:00,0.158,,0.009,0.06955813953488373,0.02395238106847952,0.087
2017-12-13 09:30:00,0.032,,0.009,0.07346511627906976,0.02410000006335654,0.009
2017-12-13 10:00:00,0.173,,0.033,0.05076744186046511,0.021750000064913417,0.36
2017-12-13 10:30:00,0.243,,0.058,0.07618604651162789,0.01883333415939851,0.349
2017-12-13 11:00:00,0.069,,0.008,0.05827906976744186,0.02280000008385722,0.116
2017-12-13 11:30:00,0.023,,0.009,0.06204651162790697,0.02146875012561693,0.225
2017-12-13 12:00:00,0.063,,0.009,0.05227906976744186,0.021500000123863366,0.093
2017-12-13 12:30:00,0.014,,0.028,0.04918604651162791,0.023150000086973217,0.109
2017-12-13 13:00:00,0.125,,0.165,0.07453488372093023,0.022328125077213955,0.02
2017-12-13 13:30:00,0.048,,0.009,0.04186046511627907,0.021142857232349627,0.009
2017-12-13 14:00:00,0.094,,0.008,0.060279069767441865,0.019750000126822858,0.009
2017-12-13 14:30:00,0.119,,0.009,0.06690697674418604,0.023357143018161167,0.038
2017-12-13 15:00:00,0.103,,0.021,0.04993023255813953,0.022115384699505563,0.062
2017-12-13 15:30:00,0.098,,0.061,0.05244186046511628,0.025625000101155176,0.057
2017-12-13 16:00:00,0.123,,0.021,0.06369767441860465,0.022578947655570083,0.147
2017-12-13 16:30:00,0.111,,0.01,0.09790697674418604,0.031045454751210583,0.517
2017-12-13 17:00:00,0.049,,0.066,0.1383255813953488,0.04733333341835773,0.193
2017-12-13 17:30:00,0.624,,0.11,0.14583720930232558,0.04411111124119553,0.1639999999999999
2017-12-13 18:00:00,0.516,,0.189,0.1449767441860465,0.04938461595358388,0.121
2017-12-13 18:30:00,0.568,,0.084,0.11583720930232558,0.03600000041976818,0.056
2017-12-13 19:00:00,0.19,,0.122,0.09976744186046511,0.05243181749666019,0.083
2017-12-13 19:30:00,0.091,,0.122,0.08062790697674417,0.03521428648763366,0.097
2017-12-13 20:00:00,0.112,,0.088,0.08179069767441861,0.06049999633361717,0.183
2017-12-13 20:30:00,0.105,,0.072,0.07346511627906976,0.03209090930000041,0.056
2017-12-13 21:00:00,0.058,,0.099,0.06302325581395349,0.026916667326517214,0.123
2017-12-13 21:30:00,0.06,,0.093,0.05946511627906978,0.021416667834579323,0.057
2017-12-13 22:00:00,0.107,,0.018,0.05251162790697674,0.01833333381589965,0.017
2017-12-13 22:30:00,0.05,,0.009,0.03723255813953488,0.021750000096698252,0.019
2017-12-13 23:00:00,0.009,,0.009,0.035465116279069765,0.019375000185493572,0.08
2017-12-13 23:30:00,0.009,,0.045,0.04104651162790698,0.01975000026017073,0.105
2017-12-14 00:00:00,0.009,0.009,0.054,0.03200000000000001,0.019000000049845363,0.057
2017-12-14 00:30:00,0.009,0.009,0.016,0.030574468085106388,0.019000000069849945,0.062
2017-12-14 01:00:00,0.035,0.01,0.009,0.03389361702127659,0.018250000118429813,0.039
2017-12-14 01:30:00,0.05,0.048,0.01,0.03676595744680851,0.021000000187896332,0.009
2017-12-14 02:00:00,0.009,0.044,0.041,0.027319148936170212,0.016625000035707944,0.011
2017-12-14 02:30:00,0.0819999999999999,0.009,0.049,0.03742553191489362,0.021833333438455685,0.009
2017-12-14 03:00:00,0.013,0.009,0.01,0.037659574468085114,0.01937500010131403,0.01
